Species Name,Scientific Name,Current Population,Population Decline Rate (%),Habitat Loss (%),Climate Threat Level (1-10),Poaching Threat Level (1-10),Conservation Efforts,Protected Area Coverage (%),Extinction Probability (0-100%)
Yangtze Giant Softshell Turtle,Ambystoma mexicanum,2509,16.29,48.91,5,4,Low,12.47,58.1
Vaquita,Rhinoceros sondaicus,2314,17.44,87.48,8,8,Low,33.1,81.26
Axolotl,Nomascus hainanus,2491,12.55,30.39,2,5,High,23.76,69.13
Yangtze Giant Softshell Turtle,Nomascus hainanus,4314,29.92,89.39,3,5,Low,79.45,95.2
Yangtze Giant Softshell Turtle,Gorilla beringei beringei,3721,21.77,27.79,8,8,High,61.15,96.92
Javan Rhino,Panthera pardus orientalis,2913,28.8,39.45,9,6,Low,8.58,42.03
Axolotl,Pseudoryx nghetinhensis,3475,15.37,57.52,8,6,Low,72.5,58.15
Mountain Gorilla,Phocoena sinus,2778,27.08,65.47,4,3,High,74.6,59.83
Hooded Grebe,Pseudoryx nghetinhensis,2902,16.21,67.62,6,6,Low,30.0,34.04
Hooded Grebe,Podiceps gallardoi,2093,26.67,48.1,5,7,Low,53.15,91.41
Hainan Gibbon,Panthera pardus orientalis,1248,8.27,16.15,4,2,Low,56.15,47.62
Javan Rhino,Ambystoma mexicanum,2084,20.92,49.68,9,3,Medium,59.72,26.91
Hainan Gibbon,Rafetus swinhoei,2075,21.97,36.78,3,6,High,57.01,32.21
Hainan Gibbon,Rhinoceros sondaicus,639,21.4,62.61,1,9,Medium,46.98,60.55
Javan Rhino,Rafetus swinhoei,3218,16.18,24.58,7,9,Low,76.54,89.65
Mountain Gorilla,Rafetus swinhoei,4684,22.1,41.51,8,8,Low,43.43,69.63
Vaquita,Pseudoryx nghetinhensis,912,10.99,87.29,3,8,Medium,13.32,36.97
Amur Leopard,Pholidota,1063,19.9,17.11,3,9,Low,11.03,43.45
Vaquita,Rhinoceros sondaicus,132,18.86,58.19,6,9,Low,6.38,97.11
Axolotl,Podiceps gallardoi,966,12.96,17.25,2,9,High,37.09,24.18
Yangtze Giant Softshell Turtle,Rhinoceros sondaicus,996,24.47,22.56,6,5,Low,25.49,98.55
Pangolin,Ambystoma mexicanum,1261,7.02,58.39,5,6,High,72.14,91.56
Saola,Ambystoma mexicanum,4443,9.29,45.52,7,5,High,70.04,73.6
Javan Rhino,Ambystoma mexicanum,1000,16.78,53.88,9,1,Medium,67.84,94.51
Vaquita,Panthera pardus orientalis,2330,27.29,80.39,9,4,Medium,70.05,32.04
Mountain Gorilla,Pholidota,911,19.38,75.38,1,1,Low,27.32,94.46
Vaquita,Panthera pardus orientalis,2096,26.05,81.04,7,1,Medium,36.96,36.79
Axolotl,Ambystoma mexicanum,4002,17.94,59.3,3,3,High,28.38,63.15
Yangtze Giant Softshell Turtle,Podiceps gallardoi,4531,24.64,49.17,4,7,Medium,11.46,58.61
Hainan Gibbon,Ambystoma mexicanum,4719,13.14,46.74,2,1,High,74.3,60.48
Hooded Grebe,Panthera pardus orientalis,3590,25.38,69.18,1,7,Medium,51.19,41.12
Pangolin,Rhinoceros sondaicus,2812,15.04,51.7,3,1,Low,14.94,81.67
Vaquita,Rafetus swinhoei,2214,18.97,18.46,9,9,Medium,20.45,78.66
Mountain Gorilla,Rhinoceros sondaicus,881,9.4,21.36,1,5,Low,38.81,95.36
Amur Leopard,Ambystoma mexicanum,2834,28.01,38.57,3,6,Medium,8.89,60.05
Vaquita,Gorilla beringei beringei,2912,22.54,15.43,5,9,High,25.4,63.3
Mountain Gorilla,Rhinoceros sondaicus,4740,26.47,29.14,3,3,Medium,57.76,91.37
Hainan Gibbon,Nomascus hainanus,2513,10.2,62.51,4,3,Medium,74.03,92.64
Mountain Gorilla,Rafetus swinhoei,3413,6.69,10.99,4,5,High,74.65,71.31
Mountain Gorilla,Nomascus hainanus,2201,13.43,58.33,1,7,High,44.0,84.81
Yangtze Giant Softshell Turtle,Rafetus swinhoei,3892,17.92,71.79,6,3,Medium,28.41,59.91
Yangtze Giant Softshell Turtle,Pholidota,4592,25.06,23.61,7,4,High,74.06,50.67
Vaquita,Nomascus hainanus,3217,14.94,24.48,7,2,High,64.0,88.26
Saola,Rhinoceros sondaicus,3668,11.75,12.31,6,9,Medium,49.03,81.4
Yangtze Giant Softshell Turtle,Rafetus swinhoei,3107,14.31,51.0,7,9,Low,67.59,39.15
Hooded Grebe,Pholidota,3088,22.59,62.37,3,2,Medium,39.41,23.76
Hooded Grebe,Pseudoryx nghetinhensis,2648,13.41,46.55,5,5,Medium,13.41,64.68
Pangolin,Gorilla beringei beringei,3096,29.48,41.16,7,1,Low,75.37,86.49
Javan Rhino,Phocoena sinus,2956,9.37,46.35,5,8,Medium,45.05,39.53
Hainan Gibbon,Pholidota,3481,23.83,72.52,2,6,Medium,57.15,80.62
Saola,Rhinoceros sondaicus,4312,19.73,12.68,6,2,High,34.42,52.71
Hooded Grebe,Rhinoceros sondaicus,1634,10.83,72.71,7,2,Medium,15.18,46.52
Axolotl,Gorilla beringei beringei,2967,23.84,63.31,2,5,Low,25.39,33.65
Hooded Grebe,Gorilla beringei beringei,3297,16.19,29.31,8,7,Low,8.28,93.81
Mountain Gorilla,Pholidota,1535,22.06,51.98,5,9,High,11.57,37.83
Hainan Gibbon,Ambystoma mexicanum,1492,21.56,13.94,8,9,Medium,20.37,42.06
Pangolin,Gorilla beringei beringei,268,7.77,40.37,3,6,Medium,47.08,46.19
Vaquita,Ambystoma mexicanum,463,26.0,23.92,2,2,Medium,79.47,42.49
Hooded Grebe,Pseudoryx nghetinhensis,808,22.04,11.78,7,6,Medium,68.28,32.87
Javan Rhino,Rhinoceros sondaicus,4480,24.51,38.57,5,1,Low,11.44,48.0
Pangolin,Pholidota,2521,16.19,68.09,5,2,Low,68.18,57.27
Hooded Grebe,Gorilla beringei beringei,4180,9.88,83.68,8,3,High,45.22,63.59
Saola,Pseudoryx nghetinhensis,251,13.16,62.98,9,5,Medium,54.52,32.36
Saola,Pholidota,1722,27.54,42.16,8,1,Low,14.73,81.57
Pangolin,Rafetus swinhoei,4228,28.45,89.96,2,5,Medium,34.66,44.61
Vaquita,Phocoena sinus,2012,17.05,32.64,7,5,Low,71.31,92.52
Axolotl,Rafetus swinhoei,3337,12.47,24.97,5,4,Low,36.9,46.03
Axolotl,Panthera pardus orientalis,2291,23.26,47.09,7,3,High,14.53,88.17
Hooded Grebe,Ambystoma mexicanum,506,24.15,50.39,3,7,Medium,28.33,47.85
Hooded Grebe,Panthera pardus orientalis,3121,25.39,38.39,4,7,High,21.61,59.96
Pangolin,Podiceps gallardoi,736,5.78,65.64,7,1,High,56.52,49.42
Amur Leopard,Pseudoryx nghetinhensis,1841,5.24,24.71,2,7,High,73.33,50.58
Mountain Gorilla,Ambystoma mexicanum,1831,13.93,50.83,2,3,High,60.01,68.87
Mountain Gorilla,Pseudoryx nghetinhensis,1826,8.81,50.01,1,3,High,68.27,74.74
Javan Rhino,Rafetus swinhoei,101,25.12,75.9,1,6,High,65.44,88.77
Hooded Grebe,Nomascus hainanus,3442,18.32,84.16,1,6,High,6.1,64.96
Javan Rhino,Ambystoma mexicanum,1979,25.63,63.06,6,4,Medium,14.33,37.13
Pangolin,Rhinoceros sondaicus,2394,9.42,34.43,5,5,High,36.75,98.18
Vaquita,Pseudoryx nghetinhensis,3689,20.68,65.17,8,3,Medium,13.41,74.02
Hainan Gibbon,Rhinoceros sondaicus,4618,19.5,30.11,5,3,Medium,60.12,49.61
Hainan Gibbon,Nomascus hainanus,612,13.51,87.32,1,9,Low,10.26,96.49
Hooded Grebe,Gorilla beringei beringei,437,17.93,75.79,8,5,High,36.22,95.72
Hooded Grebe,Pseudoryx nghetinhensis,2029,19.73,44.5,6,1,Medium,34.42,26.28
Amur Leopard,Panthera pardus orientalis,1466,27.24,72.75,8,9,Low,45.76,21.57
Pangolin,Pseudoryx nghetinhensis,16,6.39,42.69,2,6,Low,52.2,23.51
Vaquita,Gorilla beringei beringei,2444,25.58,15.97,8,9,High,76.02,74.14
Yangtze Giant Softshell Turtle,Rafetus swinhoei,1383,29.5,66.54,6,7,High,25.34,76.16
Pangolin,Pholidota,650,23.29,42.37,1,7,High,54.95,77.2
Yangtze Giant Softshell Turtle,Panthera pardus orientalis,3772,23.43,84.43,1,5,High,7.63,69.79
Saola,Panthera pardus orientalis,4015,10.45,34.52,5,7,Medium,5.08,42.55
Mountain Gorilla,Nomascus hainanus,2240,18.08,77.47,7,4,Medium,6.9,33.2
Hooded Grebe,Rafetus swinhoei,4670,22.65,64.44,4,6,High,38.67,93.3
Amur Leopard,Panthera pardus orientalis,3821,20.06,78.27,5,2,High,46.63,92.14
Hooded Grebe,Phocoena sinus,3316,14.63,33.35,3,3,Medium,5.47,39.16
Hainan Gibbon,Rhinoceros sondaicus,455,28.5,46.91,2,2,High,34.73,33.27
Hooded Grebe,Ambystoma mexicanum,3951,17.85,75.85,2,2,Low,8.06,49.65
Hainan Gibbon,Phocoena sinus,4305,29.25,61.51,5,7,Medium,54.0,23.82
Javan Rhino,Pholidota,3005,19.1,38.79,4,5,Low,52.34,32.81
Hooded Grebe,Pseudoryx nghetinhensis,522,24.83,50.96,2,6,Low,63.81,50.04
Pangolin,Rafetus swinhoei,999,23.55,89.69,5,3,Low,45.97,38.86
Yangtze Giant Softshell Turtle,Podiceps gallardoi,1411,21.52,69.35,9,5,Low,51.72,78.21
Pangolin,Podiceps gallardoi,1822,5.36,59.16,8,5,High,25.96,91.49
Axolotl,Phocoena sinus,555,6.94,76.23,9,4,High,11.41,91.82
Hainan Gibbon,Panthera pardus orientalis,2543,19.54,45.36,9,4,High,60.3,67.74
Saola,Pseudoryx nghetinhensis,2019,27.79,86.01,8,8,High,50.89,75.58
Axolotl,Rafetus swinhoei,3442,20.03,54.16,9,6,Medium,75.37,59.03
Javan Rhino,Gorilla beringei beringei,4095,10.9,36.15,4,2,High,79.19,31.59
Pangolin,Pseudoryx nghetinhensis,2225,13.01,16.88,8,2,Medium,68.55,70.17
Saola,Ambystoma mexicanum,4995,20.58,40.06,2,2,Low,78.92,47.65
Yangtze Giant Softshell Turtle,Nomascus hainanus,3675,19.93,55.49,9,6,Medium,53.56,20.46
Vaquita,Rafetus swinhoei,837,28.89,66.26,9,1,High,11.9,65.42
Amur Leopard,Pseudoryx nghetinhensis,2194,18.23,80.01,3,3,Low,11.74,35.67
Hooded Grebe,Rafetus swinhoei,2172,13.88,85.52,6,1,Low,65.53,90.03
Hooded Grebe,Gorilla beringei beringei,1285,18.12,18.2,7,4,High,22.76,93.78
Vaquita,Panthera pardus orientalis,1526,24.66,58.07,3,1,Low,9.57,32.81
Hooded Grebe,Pholidota,1322,18.51,63.33,5,9,Low,40.42,22.32
Pangolin,Nomascus hainanus,3533,13.15,23.77,1,6,Low,28.6,20.32
Vaquita,Nomascus hainanus,525,13.47,53.65,3,8,Medium,49.11,92.13
Axolotl,Panthera pardus orientalis,4793,23.92,36.79,8,2,Low,50.01,32.01
Axolotl,Ambystoma mexicanum,1029,6.66,16.19,3,6,Low,56.11,54.39
Javan Rhino,Podiceps gallardoi,1305,11.87,15.27,8,4,Medium,48.23,24.52
Amur Leopard,Pholidota,1059,8.83,70.74,9,7,High,33.57,49.49
Mountain Gorilla,Phocoena sinus,2350,28.62,59.24,6,8,Medium,6.78,82.05
Vaquita,Phocoena sinus,1267,7.25,67.21,7,6,Medium,72.88,52.13
Mountain Gorilla,Pholidota,2288,23.95,64.82,6,1,High,29.52,81.27
Hooded Grebe,Ambystoma mexicanum,2995,20.76,20.74,8,8,High,43.04,74.42
Vaquita,Ambystoma mexicanum,3879,20.82,22.13,7,1,Medium,46.77,60.87
Amur Leopard,Gorilla beringei beringei,1154,24.09,30.2,1,9,Low,28.61,78.28
Javan Rhino,Rhinoceros sondaicus,4623,15.01,41.93,3,2,High,28.14,89.45
Yangtze Giant Softshell Turtle,Pseudoryx nghetinhensis,715,15.02,85.13,3,6,Low,24.56,82.65
Axolotl,Ambystoma mexicanum,2434,12.22,63.91,3,8,High,23.25,74.65
Hainan Gibbon,Phocoena sinus,3581,19.94,30.41,4,5,Low,7.28,75.44
Hainan Gibbon,Panthera pardus orientalis,1944,28.25,14.48,1,2,Medium,76.84,32.73
Axolotl,Phocoena sinus,2494,28.1,64.74,2,5,Medium,49.65,95.1
Hooded Grebe,Rhinoceros sondaicus,1755,22.57,60.03,5,1,Medium,13.11,36.25
Javan Rhino,Pholidota,979,27.65,64.06,6,8,Medium,49.4,47.57
Javan Rhino,Rhinoceros sondaicus,2556,29.09,30.89,9,8,High,22.42,60.92
Yangtze Giant Softshell Turtle,Rafetus swinhoei,2657,24.88,51.36,2,2,Medium,28.3,29.97
Hooded Grebe,Pseudoryx nghetinhensis,787,15.2,38.94,9,6,Low,65.09,66.89
Axolotl,Rafetus swinhoei,1343,17.08,75.42,7,8,Medium,71.44,34.43
Yangtze Giant Softshell Turtle,Gorilla beringei beringei,2127,28.28,15.55,9,8,Medium,57.49,92.95
Pangolin,Ambystoma mexicanum,2398,21.75,32.04,4,7,Medium,74.94,90.21
Mountain Gorilla,Gorilla beringei beringei,3113,25.52,58.24,7,3,Medium,72.88,63.01
Hainan Gibbon,Rhinoceros sondaicus,3124,7.9,26.42,1,4,High,46.34,55.51
Saola,Rafetus swinhoei,4223,9.85,63.82,8,1,High,73.09,28.11
Hainan Gibbon,Panthera pardus orientalis,2946,13.6,20.94,7,9,High,45.87,85.04
Hooded Grebe,Pseudoryx nghetinhensis,4120,9.71,11.82,7,2,Low,12.82,49.97
Amur Leopard,Panthera pardus orientalis,1355,27.66,79.08,2,7,Low,67.21,39.46
Hainan Gibbon,Panthera pardus orientalis,2051,10.42,36.68,9,8,Medium,14.84,98.63
Vaquita,Panthera pardus orientalis,2684,18.93,22.55,8,4,Low,28.7,72.8
Javan Rhino,Pholidota,1565,7.14,23.82,1,1,Low,33.48,25.84
Hainan Gibbon,Ambystoma mexicanum,699,8.87,80.87,1,5,Low,65.55,83.3
Vaquita,Ambystoma mexicanum,4879,11.19,62.35,5,6,Low,11.27,79.28
Mountain Gorilla,Rafetus swinhoei,3462,29.57,86.51,2,7,High,38.37,51.69
Hainan Gibbon,Panthera pardus orientalis,1544,24.93,74.0,1,1,High,37.75,29.77
Pangolin,Nomascus hainanus,129,21.84,71.4,8,4,Low,48.66,59.3
Hainan Gibbon,Pseudoryx nghetinhensis,4169,27.91,49.99,4,5,Low,31.54,80.3
Hainan Gibbon,Nomascus hainanus,4565,28.91,75.66,2,5,High,48.29,26.01
Hooded Grebe,Gorilla beringei beringei,4064,16.34,43.01,5,7,Medium,78.94,32.91
Saola,Rafetus swinhoei,2862,13.19,76.16,6,4,High,10.37,68.9
Pangolin,Pseudoryx nghetinhensis,1623,12.88,70.62,8,7,Low,70.6,64.2
Hainan Gibbon,Rhinoceros sondaicus,3043,5.89,64.28,7,8,Low,28.15,91.5
Hainan Gibbon,Rafetus swinhoei,2793,11.99,36.38,7,2,Low,39.93,84.37
Hainan Gibbon,Gorilla beringei beringei,2946,13.88,60.46,1,1,High,60.58,92.59
Vaquita,Gorilla beringei beringei,4073,5.92,50.54,3,1,Low,73.25,56.81
Mountain Gorilla,Gorilla beringei beringei,3898,27.07,46.92,3,1,High,5.68,82.24
Amur Leopard,Nomascus hainanus,3794,26.2,89.22,7,9,Medium,54.66,23.85
Amur Leopard,Ambystoma mexicanum,2636,11.29,50.35,2,4,Low,10.22,43.26
Amur Leopard,Pseudoryx nghetinhensis,3554,25.06,12.56,7,9,Low,44.43,70.9
Axolotl,Rhinoceros sondaicus,1159,24.91,60.12,9,7,Medium,61.23,80.33
Amur Leopard,Podiceps gallardoi,4812,13.38,68.24,1,7,High,17.72,65.07
Hainan Gibbon,Podiceps gallardoi,1719,22.43,80.81,2,2,Low,62.28,57.98
Vaquita,Panthera pardus orientalis,3168,12.25,60.61,6,2,Low,28.22,38.43
Hainan Gibbon,Pholidota,1376,6.76,11.56,2,5,Low,50.79,33.76
Hainan Gibbon,Rafetus swinhoei,4059,17.62,19.58,2,1,Low,54.35,89.16
Javan Rhino,Pholidota,4500,15.96,22.9,5,7,Medium,53.67,31.23
Hooded Grebe,Podiceps gallardoi,4589,8.45,26.9,7,7,High,6.39,54.39
Mountain Gorilla,Podiceps gallardoi,4771,17.26,73.98,4,8,Medium,16.42,90.19
Axolotl,Phocoena sinus,465,28.73,34.78,6,7,High,69.22,31.67
Mountain Gorilla,Rhinoceros sondaicus,4315,23.28,34.99,3,8,Medium,75.49,30.08
Amur Leopard,Phocoena sinus,4630,23.47,70.45,4,3,Medium,47.28,74.71
Hainan Gibbon,Panthera pardus orientalis,685,23.94,42.99,4,3,High,49.77,46.19
Pangolin,Phocoena sinus,1011,23.62,15.17,4,8,Low,61.63,54.42
Saola,Rafetus swinhoei,4081,5.5,56.81,1,9,Low,35.46,69.42
Saola,Nomascus hainanus,905,28.12,20.41,4,4,Medium,29.6,49.94
Hooded Grebe,Panthera pardus orientalis,2364,25.75,55.73,4,8,Medium,62.62,83.19
Axolotl,Nomascus hainanus,3103,11.86,72.37,6,1,Medium,7.12,96.55
Vaquita,Panthera pardus orientalis,69,18.82,84.36,9,2,Low,71.4,93.71
Hooded Grebe,Phocoena sinus,4491,20.38,15.36,6,9,High,38.07,63.09
Javan Rhino,Podiceps gallardoi,2774,8.3,34.32,6,2,Low,42.82,48.03
Hainan Gibbon,Nomascus hainanus,1804,11.35,62.2,7,2,Medium,52.57,54.26
Yangtze Giant Softshell Turtle,Pseudoryx nghetinhensis,3272,5.58,35.24,7,8,Low,25.58,46.08
Axolotl,Panthera pardus orientalis,2539,26.6,46.08,1,5,Low,49.8,54.9
Hainan Gibbon,Pholidota,1952,5.62,11.61,8,5,Low,56.98,21.02
Pangolin,Ambystoma mexicanum,3497,12.97,65.48,1,6,High,13.84,24.36
Mountain Gorilla,Pseudoryx nghetinhensis,4901,6.96,80.66,9,8,Medium,44.04,80.94
Vaquita,Pseudoryx nghetinhensis,4997,24.54,88.15,4,8,Low,29.71,46.45
Saola,Gorilla beringei beringei,3431,28.12,76.44,9,9,Low,46.8,82.76
Axolotl,Gorilla beringei beringei,4706,19.07,12.54,8,3,Medium,6.6,57.92
Axolotl,Gorilla beringei beringei,4088,8.49,62.15,9,9,Low,60.7,83.67
Mountain Gorilla,Rhinoceros sondaicus,1383,18.95,49.65,6,3,Low,17.63,72.42
Pangolin,Podiceps gallardoi,3563,24.26,85.03,9,1,Low,56.7,35.88
Hainan Gibbon,Pholidota,3682,22.96,82.17,4,5,Low,62.66,55.37
Vaquita,Ambystoma mexicanum,1092,23.54,89.04,3,7,Medium,61.45,75.64
Mountain Gorilla,Rafetus swinhoei,4257,11.98,78.95,3,3,Low,66.31,46.12
Mountain Gorilla,Nomascus hainanus,943,6.84,53.75,8,9,High,28.08,35.27
Mountain Gorilla,Pseudoryx nghetinhensis,2597,8.72,67.19,2,1,Low,77.53,62.65
Axolotl,Rhinoceros sondaicus,4095,28.89,87.17,6,6,High,6.79,41.62
Axolotl,Nomascus hainanus,567,20.34,56.25,9,6,Medium,41.09,66.95
Axolotl,Rhinoceros sondaicus,4723,23.2,77.2,9,8,Low,25.27,41.47
Axolotl,Phocoena sinus,4129,27.48,85.38,8,3,High,60.49,91.62
Vaquita,Rhinoceros sondaicus,1552,26.32,55.64,8,5,High,65.39,47.17
Pangolin,Phocoena sinus,2392,10.46,22.73,1,5,Low,66.68,91.69
Yangtze Giant Softshell Turtle,Phocoena sinus,4108,6.45,22.45,7,8,Low,27.27,42.08
Vaquita,Rafetus swinhoei,1017,28.13,19.23,1,7,Medium,25.56,67.75
Pangolin,Ambystoma mexicanum,1291,29.54,48.11,9,3,Medium,55.77,30.29
Hainan Gibbon,Rafetus swinhoei,4368,19.18,48.41,3,7,Low,74.61,81.49
Javan Rhino,Rhinoceros sondaicus,130,27.21,59.39,1,8,Medium,24.07,35.82
Hainan Gibbon,Podiceps gallardoi,4126,10.8,48.63,8,5,Medium,73.29,88.26
Pangolin,Phocoena sinus,914,7.78,87.84,7,5,Medium,49.36,55.74
Mountain Gorilla,Ambystoma mexicanum,149,17.5,33.3,2,1,Medium,60.35,27.47
Yangtze Giant Softshell Turtle,Rhinoceros sondaicus,1825,25.28,79.91,7,8,Low,37.99,48.72
Saola,Pseudoryx nghetinhensis,4311,21.37,18.03,5,6,Low,65.51,81.6
Hooded Grebe,Ambystoma mexicanum,4148,20.93,58.15,7,6,High,77.79,26.03
Axolotl,Pseudoryx nghetinhensis,1038,5.44,61.87,7,5,Medium,17.79,69.43
Amur Leopard,Phocoena sinus,2264,12.94,71.78,2,5,Low,33.92,60.07
Saola,Nomascus hainanus,354,28.49,50.24,2,3,High,69.68,44.48
Saola,Pholidota,2429,8.36,25.78,7,3,Medium,18.25,79.69
Hainan Gibbon,Phocoena sinus,3313,23.16,39.52,3,2,High,35.97,24.14
Axolotl,Gorilla beringei beringei,3245,23.98,31.77,4,9,Medium,17.46,59.31
Javan Rhino,Gorilla beringei beringei,2604,23.32,43.53,7,8,Low,53.63,60.04
Pangolin,Podiceps gallardoi,1397,29.73,52.4,2,3,High,22.87,26.83
Axolotl,Ambystoma mexicanum,4027,15.23,60.01,2,5,Low,33.56,30.75
Amur Leopard,Pholidota,993,22.05,77.61,9,5,Medium,41.84,52.36
Amur Leopard,Pseudoryx nghetinhensis,4440,9.84,82.8,1,8,Medium,27.28,62.39
Pangolin,Panthera pardus orientalis,2132,14.99,47.01,3,6,Medium,55.99,24.2
Saola,Gorilla beringei beringei,3004,17.29,17.09,4,7,High,13.34,20.93
Axolotl,Pholidota,2910,10.37,73.77,5,5,High,70.99,35.22
Amur Leopard,Podiceps gallardoi,785,27.67,48.17,3,1,High,41.1,58.54
Pangolin,Rhinoceros sondaicus,3928,22.9,53.72,9,8,Low,47.96,23.18
Hooded Grebe,Pholidota,4991,12.09,57.66,5,4,High,51.66,77.93
Hooded Grebe,Rhinoceros sondaicus,745,8.37,63.43,7,5,Medium,9.48,32.0
Vaquita,Ambystoma mexicanum,1496,12.2,81.21,7,1,Low,61.77,81.04
Axolotl,Rafetus swinhoei,405,20.57,86.17,9,3,Medium,75.95,36.17
Yangtze Giant Softshell Turtle,Rhinoceros sondaicus,4788,25.66,85.21,2,2,Medium,43.99,47.38
Pangolin,Ambystoma mexicanum,2011,17.58,74.76,3,2,High,34.32,57.85
Saola,Phocoena sinus,3457,7.56,81.14,4,1,High,63.86,47.43
Javan Rhino,Ambystoma mexicanum,373,11.23,13.97,8,6,High,59.03,21.87
Amur Leopard,Pseudoryx nghetinhensis,3297,13.63,77.93,1,8,Medium,53.82,91.78
Mountain Gorilla,Pholidota,1864,20.9,15.78,9,3,Low,77.4,42.63
Axolotl,Nomascus hainanus,4198,11.17,69.7,5,1,High,48.63,30.75
Amur Leopard,Rafetus swinhoei,4371,10.85,23.55,4,2,High,23.63,30.47
Vaquita,Rhinoceros sondaicus,753,12.16,38.81,8,3,Low,6.86,96.99
Pangolin,Rafetus swinhoei,383,19.81,24.73,9,6,Medium,39.01,29.72
Saola,Pholidota,4199,17.32,45.48,3,3,Medium,53.92,47.38
Amur Leopard,Pholidota,4137,26.04,42.94,4,9,Low,17.91,25.34
Mountain Gorilla,Rhinoceros sondaicus,3744,22.45,13.85,1,1,High,6.93,78.1
Javan Rhino,Podiceps gallardoi,4094,21.67,76.44,3,7,Low,73.18,67.14
Pangolin,Nomascus hainanus,149,8.87,78.33,5,8,High,27.65,62.15
Pangolin,Rhinoceros sondaicus,3030,6.38,73.0,8,9,Low,39.95,87.61
Yangtze Giant Softshell Turtle,Panthera pardus orientalis,3302,17.75,77.81,1,8,Medium,11.83,65.29
Vaquita,Rafetus swinhoei,1574,6.79,70.07,1,5,Medium,33.62,95.49
Pangolin,Panthera pardus orientalis,67,14.1,85.0,3,1,Medium,36.78,69.2
Saola,Rafetus swinhoei,3506,5.65,56.11,9,1,Medium,72.71,47.99
Pangolin,Phocoena sinus,2197,9.42,56.61,9,8,Low,69.91,22.9
Yangtze Giant Softshell Turtle,Rafetus swinhoei,2958,7.76,78.79,1,7,Low,19.18,77.3
Vaquita,Pholidota,4483,25.02,37.95,4,5,High,46.7,49.52
Axolotl,Ambystoma mexicanum,382,13.65,14.01,8,3,Low,59.84,67.34
Hainan Gibbon,Panthera pardus orientalis,3144,6.97,69.99,2,9,High,26.89,89.23
Axolotl,Panthera pardus orientalis,1597,11.64,30.37,4,4,Low,34.58,20.61
Hooded Grebe,Gorilla beringei beringei,787,22.07,47.94,7,6,Low,78.87,80.01
Yangtze Giant Softshell Turtle,Rafetus swinhoei,4272,23.64,29.24,7,4,Low,61.98,54.39
Pangolin,Nomascus hainanus,3232,8.0,76.17,5,9,Low,37.79,29.8
Vaquita,Pseudoryx nghetinhensis,3688,24.46,86.66,7,4,Medium,45.06,66.01
Axolotl,Panthera pardus orientalis,4689,14.26,14.4,6,8,Low,51.93,62.08
Axolotl,Rafetus swinhoei,2558,21.98,28.67,2,3,High,42.41,86.54
Hooded Grebe,Pholidota,2953,21.79,25.16,9,8,Medium,35.87,61.2
Axolotl,Pseudoryx nghetinhensis,1008,24.84,63.86,5,3,Low,31.95,85.36
Yangtze Giant Softshell Turtle,Podiceps gallardoi,569,22.43,44.29,2,5,Low,17.67,63.01
Axolotl,Ambystoma mexicanum,3353,5.97,46.5,6,1,High,78.02,55.31
Saola,Rafetus swinhoei,3511,17.99,22.57,5,6,Medium,11.86,49.32
Hooded Grebe,Phocoena sinus,4024,9.15,43.18,2,2,Medium,50.08,33.72
Vaquita,Pseudoryx nghetinhensis,3688,29.25,34.26,7,3,Medium,76.97,66.14
Vaquita,Podiceps gallardoi,4338,11.4,58.9,2,1,Medium,33.12,63.0
Axolotl,Rafetus swinhoei,4665,15.5,27.38,7,6,High,23.93,97.08
Yangtze Giant Softshell Turtle,Rafetus swinhoei,930,9.92,59.18,6,5,Low,76.66,52.58
Yangtze Giant Softshell Turtle,Pseudoryx nghetinhensis,1252,8.36,40.22,4,2,Low,65.13,53.3
Javan Rhino,Pseudoryx nghetinhensis,90,20.02,37.7,4,8,Medium,54.13,32.95
Amur Leopard,Pseudoryx nghetinhensis,3630,17.33,34.44,6,9,High,50.9,67.21
Saola,Rhinoceros sondaicus,2671,14.37,63.91,9,3,Low,32.01,86.98
Javan Rhino,Ambystoma mexicanum,4808,7.14,54.99,6,6,Medium,53.1,39.59
Amur Leopard,Panthera pardus orientalis,550,23.4,78.14,6,6,Medium,59.38,20.72
Hainan Gibbon,Pseudoryx nghetinhensis,1284,5.15,29.33,1,6,High,7.38,74.63
Mountain Gorilla,Pseudoryx nghetinhensis,2795,16.44,13.21,5,8,High,13.83,22.48
Amur Leopard,Rhinoceros sondaicus,3496,20.81,24.56,1,5,High,28.63,52.33
Mountain Gorilla,Pholidota,3167,15.77,37.47,9,8,Medium,29.23,68.4
Hooded Grebe,Podiceps gallardoi,4727,8.16,24.37,4,3,High,72.54,50.49
Axolotl,Nomascus hainanus,2253,24.46,16.68,2,7,Medium,56.34,40.59
Amur Leopard,Rafetus swinhoei,3052,13.1,45.63,9,1,Low,33.01,83.14
Yangtze Giant Softshell Turtle,Rafetus swinhoei,1330,8.37,64.15,6,4,Medium,65.69,43.77
Saola,Pseudoryx nghetinhensis,3003,18.76,70.13,3,5,Medium,29.24,34.22
Hainan Gibbon,Rhinoceros sondaicus,2101,5.48,41.9,2,7,Low,79.31,50.68
Vaquita,Ambystoma mexicanum,4068,13.1,48.24,6,6,High,63.62,30.4
Javan Rhino,Nomascus hainanus,3035,23.77,70.44,6,6,High,65.63,74.54
Axolotl,Pholidota,4164,27.82,38.22,9,2,Medium,24.57,76.1
